"invoiceID","branch","city","cust_type","gender","type","unit_price","quantity","date","time","payment","cost","gross income","rating"
"276-54-0879","B","Ismailia","Normal","Male","Sports and travel","97.74","4","3/12/2019","19:53","eWallet","390.96","19.5480","6.4"
"276-75-6884","A","Cairo","Normal","Female","Health and beauty","68.71","3","3/4/2019","10:05","Cash","206.13","10.3065","8.7"
"277-35-5865","C","Alexandria","Member","Female","Food and beverages","98.97","9","3/9/2019","11:23","Cash","890.73","44.5365","6.7"
"277-63-2961","B","Ismailia","Member","Male","Sports and travel","73.97","1","2/3/2019","15:53","Credit card","73.97","3.6985","5.4"
"278-86-2735","A","Cairo","Normal","Female","Food and beverages","52.34","3","3/27/2019","14:03","Cash","157.02","7.8510","9.2"
"278-97-7759","A","Cairo","Member","Female","Electronic accessories","62.48","1","2/18/2019","20:29","Cash","62.48","3.1240","4.7"
"279-62-1445","C","Alexandria","Member","Female","Fashion accessories","12.54","1","2/21/2019","12:38","Cash","12.54","0.6270","8.2"
"279-74-2924","B","Ismailia","Member","Male","Electronic accessories","72.17","1","1/4/2019","19:40","Cash","72.17","3.6085","6.1"
"280-17-4359","C","Alexandria","Member","Male","Health and beauty","90.50","10","1/25/2019","13:48","Cash","905.00","45.2500","8.1"
"280-35-5823","B","Ismailia","Member","Female","Home and lifestyle","86.72","1","1/17/2019","18:45","eWallet","86.72","4.3360","7.9"
"282-35-2475","B","Ismailia","Normal","Female","Sports and travel","93.31","2","3/25/2019","17:53","Cash","186.62","9.3310","6.3"
"283-26-5248","C","Alexandria","Member","Female","Food and beverages","98.52","10","1/30/2019","20:23","eWallet","985.20","49.2600","4.5"
"283-79-9594","B","Ismailia","Normal","Female","Food and beverages","48.51","7","1/25/2019","13:30","Credit card","339.57","16.9785","5.2"
"284-34-9626","B","Ismailia","Normal","Female","Home and lifestyle","77.04","3","2/11/2019","10:39","Credit card","231.12","11.5560","7.2"
"284-54-4231","C","Alexandria","Member","Male","Sports and travel","80.93","1","1/19/2019","16:08","Credit card","80.93","4.0465","9.0"
"285-68-5083","C","Alexandria","Member","Female","Sports and travel","24.74","3","2/15/2019","17:47","Credit card","74.22","3.7110","10.0"
"286-01-5402","A","Cairo","Normal","Female","Sports and travel","40.23","7","3/30/2019","13:22","Cash","281.61","14.0805","9.6"
"286-43-6208","C","Alexandria","Normal","Female","Food and beverages","87.80","9","3/16/2019","19:08","Cash","790.20","39.5100","9.2"
"286-62-6248","B","Ismailia","Normal","Male","Fashion accessories","39.21","4","1/16/2019","20:03","Credit card","156.84","7.8420","9.0"
"286-75-7818","B","Ismailia","Normal","Male","Fashion accessories","69.08","2","1/31/2019","19:48","Credit card","138.16","6.9080","6.9"
"287-21-9091","A","Cairo","Normal","Male","Home and lifestyle","74.67","9","1/22/2019","10:55","eWallet","672.03","33.6015","9.4"
"287-83-1405","A","Cairo","Normal","Male","Health and beauty","25.43","6","2/12/2019","19:01","eWallet","152.58","7.6290","7.0"
"288-38-3758","C","Alexandria","Member","Female","Fashion accessories","84.87","3","1/25/2019","18:30","eWallet","254.61","12.7305","7.4"
"288-62-1085","A","Cairo","Member","Male","Fashion accessories","38.54","5","1/9/2019","13:34","eWallet","192.70","9.6350","5.6"
"289-15-7034","A","Cairo","Member","Male","Sports and travel","82.33","4","1/11/2019","10:37","Credit card","329.32","16.4660","7.5"
"289-65-5721","B","Ismailia","Normal","Female","Fashion accessories","81.37","2","1/26/2019","19:28","Cash","162.74","8.1370","6.5"
"290-68-2984","A","Cairo","Normal","Male","Home and lifestyle","23.75","4","3/16/2019","11:22","Cash","95.00","4.7500","5.2"
"291-21-5991","B","Ismailia","Member","Male","Health and beauty","61.29","5","3/29/2019","14:28","Cash","306.45","15.3225","7.0"
"291-32-1427","B","Ismailia","Member","Male","Fashion accessories","21.94","5","3/5/2019","12:29","eWallet","109.70","5.4850","5.3"
"291-55-6563","A","Cairo","Member","Female","Home and lifestyle","34.42","6","3/30/2019","12:45","eWallet","206.52","10.3260","7.5"
"291-59-1384","B","Ismailia","Normal","Male","Electronic accessories","60.30","1","2/28/2019","17:38","Cash","60.30","3.0150","6.0"
"296-11-7041","B","Ismailia","Member","Female","Health and beauty","27.07","1","1/12/2019","20:07","Credit card","27.07","1.3535","5.3"
"299-29-0180","B","Ismailia","Member","Female","Home and lifestyle","52.18","7","3/9/2019","10:54","Cash","365.26","18.2630","9.3"
"299-46-1805","B","Ismailia","Member","Female","Sports and travel","93.72","6","1/15/2019","16:19","Cash","562.32","28.1160","4.5"
"300-71-4605","C","Alexandria","Member","Male","Electronic accessories","86.04","5","2/25/2019","11:24","eWallet","430.20","21.5100","4.8"
"301-11-9629","A","Cairo","Normal","Female","Sports and travel","19.10","7","1/15/2019","10:43","Cash","133.70","6.6850","9.7"
"301-81-8610","B","Ismailia","Member","Male","Fashion accessories","25.42","8","3/19/2019","19:42","Credit card","203.36","10.1680","6.7"
"302-15-2162","C","Alexandria","Member","Male","Health and beauty","46.53","6","3/3/2019","10:54","Credit card","279.18","13.9590","4.3"
"303-96-2227","B","Ismailia","Normal","Female","Home and lifestyle","97.38","10","3/2/2019","17:16","eWallet","973.80","48.6900","4.4"
"305-03-2383","A","Cairo","Normal","Female","Food and beverages","67.10","3","2/15/2019","10:36","Cash","201.30","10.0650","7.5"
"305-14-0245","B","Ismailia","Member","Female","Home and lifestyle","94.49","8","3/3/2019","19:00","eWallet","755.92","37.7960","7.5"
"305-18-3552","B","Ismailia","Member","Male","Home and lifestyle","60.38","10","2/12/2019","16:19","Cash","603.80","30.1900","6.0"
"305-89-2768","B","Ismailia","Member","Female","Home and lifestyle","21.90","3","1/9/2019","18:43","eWallet","65.70","3.2850","4.7"
"307-04-2070","A","Cairo","Member","Female","Fashion accessories","30.62","1","2/5/2019","14:14","Credit card","30.62","1.5310","4.1"
"307-83-9164","A","Cairo","Member","Male","Home and lifestyle","60.01","4","1/25/2019","15:54","Cash","240.04","12.0020","4.5"
"307-85-2293","B","Ismailia","Normal","Male","Home and lifestyle","50.28","5","3/7/2019","13:58","eWallet","251.40","12.5700","9.7"
"308-39-1707","A","Cairo","Normal","Female","Fashion accessories","12.09","1","1/26/2019","18:19","Credit card","12.09","0.6045","8.2"
"308-47-4913","A","Cairo","Member","Female","Sports and travel","52.26","10","3/9/2019","12:45","Credit card","522.60","26.1300","6.2"
"308-81-0538","A","Cairo","Normal","Female","Fashion accessories","73.05","4","2/25/2019","17:16","Credit card","292.20","14.6100","4.9"
"311-13-6971","B","Ismailia","Member","Male","Sports and travel","31.99","10","2/20/2019","15:18","Credit card","319.90","15.9950","9.9"
"313-66-9943","B","Ismailia","Member","Female","Food and beverages","29.15","3","3/27/2019","20:29","Credit card","87.45","4.3725","7.3"
"314-23-4520","C","Alexandria","Member","Male","Health and beauty","81.23","7","1/15/2019","20:44","Cash","568.61","28.4305","9.0"
"315-22-5665","C","Alexandria","Normal","Female","Home and lifestyle","73.56","10","2/24/2019","11:38","eWallet","735.60","36.7800","8.0"
"316-01-3952","A","Cairo","Normal","Female","Food and beverages","54.27","5","3/13/2019","14:16","eWallet","271.35","13.5675","4.6"
"316-55-4634","B","Ismailia","Member","Male","Food and beverages","80.05","5","1/26/2019","12:45","Credit card","400.25","20.0125","9.4"
"316-66-3011","A","Cairo","Member","Female","Food and beverages","47.63","9","1/23/2019","12:35","Cash","428.67","21.4335","5.0"
"316-68-6352","A","Cairo","Member","Female","Food and beverages","36.36","2","1/21/2019","10:00","Cash","72.72","3.6360","7.1"
"318-12-0304","A","Cairo","Normal","Male","Fashion accessories","30.61","1","1/23/2019","12:20","eWallet","30.61","1.5305","5.2"
"318-68-5053","B","Ismailia","Normal","Female","Health and beauty","76.99","6","2/27/2019","17:55","Cash","461.94","23.0970","6.1"
"318-81-2368","C","Alexandria","Normal","Female","Electronic accessories","46.20","1","3/19/2019","12:16","Cash","46.20","2.3100","6.3"
"319-50-3348","B","Ismailia","Normal","Female","Home and lifestyle","40.30","2","3/11/2019","15:30","eWallet","80.60","4.0300","4.4"
"319-74-2561","A","Cairo","Member","Female","Electronic accessories","94.64","3","2/21/2019","16:55","Cash","283.92","14.1960","5.5"
"320-32-8842","C","Alexandria","Member","Female","Food and beverages","22.62","1","3/17/2019","18:58","Cash","22.62","1.1310","6.4"
"320-49-6392","C","Alexandria","Normal","Female","Electronic accessories","30.24","1","3/4/2019","15:44","Cash","30.24","1.5120","8.4"
"320-85-2052","B","Ismailia","Normal","Female","Sports and travel","34.81","1","1/14/2019","10:11","Credit card","34.81","1.7405","7.0"
"321-49-7382","B","Ismailia","Member","Male","Sports and travel","88.31","1","2/15/2019","17:38","Credit card","88.31","4.4155","5.2"
"322-02-2271","B","Ismailia","Normal","Female","Sports and travel","42.97","3","2/3/2019","11:46","Cash","128.91","6.4455","9.3"
"324-41-6833","C","Alexandria","Member","Female","Electronic accessories","30.20","8","3/3/2019","19:30","eWallet","241.60","12.0800","5.1"
"324-92-3863","A","Cairo","Member","Male","Electronic accessories","20.89","2","2/5/2019","18:45","Cash","41.78","2.0890","9.8"
"325-77-6186","A","Cairo","Member","Female","Home and lifestyle","90.65","10","3/8/2019","10:53","eWallet","906.50","45.3250","7.3"
"325-89-4209","A","Cairo","Member","Male","Food and beverages","87.90","1","2/5/2019","19:42","eWallet","87.90","4.3950","6.7"
"325-90-8763","C","Alexandria","Member","Female","Electronic accessories","46.57","10","1/27/2019","13:58","Cash","465.70","23.2850","7.6"
"326-71-2155","C","Alexandria","Normal","Female","Sports and travel","73.95","4","2/3/2019","10:02","Cash","295.80","14.7900","6.1"
"326-78-5178","C","Alexandria","Member","Male","Food and beverages","91.40","7","2/3/2019","10:19","Cash","639.80","31.9900","9.5"
"327-40-9673","B","Ismailia","Member","Male","Sports and travel","72.60","6","1/13/2019","19:51","Cash","435.60","21.7800","6.9"
"329-62-1586","A","Cairo","Normal","Male","Food and beverages","54.67","3","1/21/2019","18:00","Credit card","164.01","8.2005","8.6"
"333-23-2632","A","Cairo","Member","Male","Health and beauty","10.08","7","3/28/2019","20:14","Cash","70.56","3.5280","4.2"
"333-73-7901","C","Alexandria","Normal","Female","Health and beauty","54.92","8","3/23/2019","13:24","eWallet","439.36","21.9680","7.6"
"334-64-2006","A","Cairo","Member","Female","Home and lifestyle","70.32","2","3/24/2019","14:22","eWallet","140.64","7.0320","9.6"
"336-78-2147","C","Alexandria","Member","Male","Home and lifestyle","63.91","8","3/13/2019","19:52","Credit card","511.28","25.5640","4.6"
"338-65-2210","C","Alexandria","Member","Female","Health and beauty","68.60","10","2/5/2019","19:57","Cash","686.00","34.3000","9.1"
"339-12-4827","B","Ismailia","Member","Female","Fashion accessories","73.96","1","1/5/2019","11:32","Credit card","73.96","3.6980","5.0"
"339-18-7061","C","Alexandria","Member","Female","Fashion accessories","92.98","2","2/13/2019","15:06","Credit card","185.96","9.2980","8.0"
"339-38-9982","B","Ismailia","Member","Male","Fashion accessories","59.86","2","1/13/2019","14:55","eWallet","119.72","5.9860","6.7"
"339-96-8318","B","Ismailia","Member","Male","Fashion accessories","81.31","7","3/1/2019","19:49","eWallet","569.17","28.4585","6.3"
"340-21-9136","A","Cairo","Member","Female","Sports and travel","40.05","4","1/25/2019","11:40","Cash","160.20","8.0100","9.7"
"340-66-0321","A","Cairo","Member","Male","Electronic accessories","36.36","4","3/25/2019","13:07","Cash","145.44","7.2720","7.6"
"342-65-4817","C","Alexandria","Member","Male","Health and beauty","86.80","3","1/28/2019","16:47","eWallet","260.40","13.0200","9.9"
"343-61-3544","B","Ismailia","Member","Male","Sports and travel","26.67","10","1/29/2019","11:48","Cash","266.70","13.3350","8.6"
"343-75-9322","B","Ismailia","Member","Female","Sports and travel","11.85","8","1/9/2019","16:34","Cash","94.80","4.7400","4.1"
"343-87-0864","C","Alexandria","Member","Male","Health and beauty","75.88","1","1/3/2019","10:30","Credit card","75.88","3.7940","7.1"
"345-08-4992","A","Cairo","Normal","Male","Home and lifestyle","33.99","6","3/8/2019","15:37","Credit card","203.94","10.1970","7.7"
"345-68-9016","C","Alexandria","Member","Female","Sports and travel","31.67","8","1/2/2019","16:19","Credit card","253.36","12.6680","5.6"
"346-12-3257","B","Ismailia","Member","Male","Electronic accessories","19.24","9","3/4/2019","16:28","Cash","173.16","8.6580","8.0"
"346-84-3103","B","Ismailia","Member","Female","Electronic accessories","13.22","5","3/2/2019","19:26","Cash","66.10","3.3050","4.3"
"347-34-2234","B","Ismailia","Member","Female","Sports and travel","55.07","9","2/3/2019","13:40","eWallet","495.63","24.7815","10.0"
"347-56-2442","A","Cairo","Normal","Male","Home and lifestyle","65.82","1","2/22/2019","15:33","Cash","65.82","3.2910","4.1"
"347-72-6115","B","Ismailia","Member","Female","Sports and travel","90.74","7","1/16/2019","18:03","Credit card","635.18","31.7590","6.2"
"349-97-8902","B","Ismailia","Member","Male","Food and beverages","57.89","2","1/17/2019","10:37","eWallet","115.78","5.7890","8.9"
"351-62-0822","B","Ismailia","Member","Female","Fashion accessories","14.48","4","2/6/2019","18:07","eWallet","57.92","2.8960","4.5"
"354-25-5821","B","Ismailia","Member","Female","Sports and travel","69.12","6","2/8/2019","13:03","Cash","414.72","20.7360","5.6"
"354-39-5160","A","Cairo","Member","Female","Home and lifestyle","34.42","6","2/18/2019","15:39","Cash","206.52","10.3260","9.8"
"355-34-6244","B","Ismailia","Normal","Male","Food and beverages","72.39","2","1/13/2019","19:55","Credit card","144.78","7.2390","8.1"
"355-53-5943","A","Cairo","Member","Female","Electronic accessories","68.84","6","2/25/2019","14:36","eWallet","413.04","20.6520","5.8"
"356-44-8813","B","Ismailia","Normal","Male","Home and lifestyle","37.48","3","1/20/2019","13:45","Credit card","112.44","5.6220","7.7"
"358-88-9262","C","Alexandria","Member","Female","Food and beverages","87.48","6","2/1/2019","18:43","eWallet","524.88","26.2440","5.1"
"359-90-3665","B","Ismailia","Member","Female","Fashion accessories","18.08","4","1/14/2019","18:03","Credit card","72.32","3.6160","9.5"
"359-94-5395","B","Ismailia","Normal","Male","Health and beauty","92.78","1","3/15/2019","10:50","Credit card","92.78","4.6390","9.8"
"360-39-5055","C","Alexandria","Member","Male","Sports and travel","48.91","5","3/9/2019","10:17","Cash","244.55","12.2275","6.6"
"361-59-0574","B","Ismailia","Member","Male","Sports and travel","90.53","8","3/15/2019","14:48","Credit card","724.24","36.2120","6.5"
"361-85-2571","A","Cairo","Normal","Female","Sports and travel","89.48","5","3/30/2019","10:18","Cash","447.40","22.3700","7.4"
"362-58-8315","C","Alexandria","Normal","Male","Fashion accessories","76.52","5","3/25/2019","10:23","Cash","382.60","19.1300","9.9"
"364-33-8584","B","Ismailia","Member","Female","Food and beverages","17.63","5","3/8/2019","15:27","Cash","88.15","4.4075","8.5"
"364-34-2972","C","Alexandria","Member","Male","Electronic accessories","96.82","3","3/30/2019","20:37","Cash","290.46","14.5230","6.7"
"365-16-4334","B","Ismailia","Normal","Female","Food and beverages","26.43","8","2/24/2019","14:26","eWallet","211.44","10.5720","8.9"
"365-64-0515","A","Cairo","Normal","Female","Electronic accessories","46.95","5","2/12/2019","10:25","eWallet","234.75","11.7375","7.1"
"366-43-6862","B","Ismailia","Normal","Male","Electronic accessories","52.89","4","3/25/2019","16:32","eWallet","211.56","10.5780","6.7"
"366-93-0948","A","Cairo","Member","Male","Electronic accessories","66.35","1","1/31/2019","10:46","Credit card","66.35","3.3175","9.7"
"369-82-2676","B","Ismailia","Normal","Male","Electronic accessories","75.66","5","1/15/2019","18:22","eWallet","378.30","18.9150","7.8"
"370-41-7321","B","Ismailia","Member","Male","Health and beauty","56.69","9","2/27/2019","17:24","Credit card","510.21","25.5105","8.4"
"370-96-0655","C","Alexandria","Normal","Female","Fashion accessories","49.32","6","1/9/2019","13:46","eWallet","295.92","14.7960","7.1"
"371-85-5789","B","Ismailia","Normal","Male","Health and beauty","87.98","3","3/5/2019","10:40","eWallet","263.94","13.1970","5.1"
"372-26-1506","C","Alexandria","Normal","Female","Fashion accessories","23.82","5","1/28/2019","19:24","eWallet","119.10","5.9550","5.4"
"372-62-5264","C","Alexandria","Normal","Female","Food and beverages","52.60","9","1/16/2019","14:42","Cash","473.40","23.6700","7.6"
"372-94-8041","A","Cairo","Normal","Male","Health and beauty","15.26","6","2/15/2019","18:03","eWallet","91.56","4.5780","9.8"
"373-09-4567","C","Alexandria","Normal","Male","Food and beverages","77.56","10","3/14/2019","20:35","eWallet","775.60","38.7800","6.9"
"373-14-0504","A","Cairo","Member","Female","Sports and travel","71.63","2","2/12/2019","14:33","eWallet","143.26","7.1630","8.8"
"373-73-7910","A","Cairo","Normal","Male","Sports and travel","86.31","7","2/8/2019","10:37","eWallet","604.17","30.2085","5.3"
"373-88-1424","C","Alexandria","Member","Male","Home and lifestyle","35.81","5","2/6/2019","18:44","eWallet","179.05","8.9525","7.9"
"374-17-3652","B","Ismailia","Member","Female","Food and beverages","42.82","9","2/5/2019","15:26","Credit card","385.38","19.2690","8.9"
"374-38-5555","B","Ismailia","Normal","Female","Fashion accessories","63.71","5","2/7/2019","19:30","eWallet","318.55","15.9275","8.5"
"375-72-3056","B","Ismailia","Normal","Male","Sports and travel","63.06","3","1/19/2019","15:58","eWallet","189.18","9.4590","7.0"
"376-02-8238","B","Ismailia","Normal","Male","Home and lifestyle","93.87","8","2/2/2019","18:42","Credit card","750.96","37.5480","8.3"
"376-56-3573","C","Alexandria","Normal","Female","Fashion accessories","95.42","4","2/2/2019","13:23","eWallet","381.68","19.0840","6.4"
"377-79-7592","C","Alexandria","Member","Female","Electronic accessories","44.84","9","1/14/2019","14:00","Credit card","403.56","20.1780","7.5"
"378-07-7001","B","Ismailia","Member","Male","Electronic accessories","48.09","3","2/10/2019","18:23","Credit card","144.27","7.2135","7.8"
"378-24-2715","B","Ismailia","Normal","Male","Home and lifestyle","53.44","2","1/20/2019","20:38","eWallet","106.88","5.3440","4.1"
"379-17-6588","C","Alexandria","Normal","Male","Fashion accessories","59.61","10","3/14/2019","11:07","Cash","596.10","29.8050","5.3"
"380-60-5336","A","Cairo","Normal","Female","Electronic accessories","40.26","10","2/24/2019","18:06","Credit card","402.60","20.1300","5.0"
"380-94-4661","C","Alexandria","Member","Male","Electronic accessories","65.94","4","2/7/2019","13:05","Credit card","263.76","13.1880","6.9"
"381-20-0914","A","Cairo","Member","Female","Fashion accessories","20.01","9","1/12/2019","15:48","Credit card","180.09","9.0045","5.7"
"382-03-4532","A","Cairo","Member","Female","Health and beauty","18.33","1","2/2/2019","18:50","Cash","18.33","0.9165","4.3"
"382-25-8917","C","Alexandria","Normal","Male","Fashion accessories","42.08","6","1/29/2019","12:25","Cash","252.48","12.6240","8.9"
"384-59-6655","A","Cairo","Member","Female","Food and beverages","98.66","9","2/19/2019","15:07","Cash","887.94","44.3970","8.4"
"386-27-7606","C","Alexandria","Member","Female","Home and lifestyle","81.20","7","3/23/2019","15:59","Credit card","568.40","28.4200","8.1"
"387-49-4215","B","Ismailia","Member","Female","Sports and travel","48.50","3","1/8/2019","12:50","Cash","145.50","7.2750","6.7"
"388-76-2555","B","Ismailia","Normal","Male","Sports and travel","13.69","6","2/13/2019","13:59","Cash","82.14","4.1070","6.3"
"389-25-3394","C","Alexandria","Normal","Male","Electronic accessories","11.81","5","2/17/2019","18:06","Cash","59.05","2.9525","9.4"
"389-70-2397","C","Alexandria","Normal","Female","Health and beauty","83.66","5","2/21/2019","10:26","Cash","418.30","20.9150","7.2"
"390-17-5806","C","Alexandria","Member","Female","Food and beverages","38.42","1","2/2/2019","16:33","Cash","38.42","1.9210","8.6"
"390-31-6381","C","Alexandria","Normal","Male","Food and beverages","27.22","3","1/7/2019","12:37","Cash","81.66","4.0830","7.3"
"390-80-5128","B","Ismailia","Member","Female","Health and beauty","19.15","1","1/28/2019","17:58","Credit card","19.15","0.9575","9.5"
"393-65-2792","C","Alexandria","Normal","Male","Food and beverages","89.48","10","1/6/2019","12:46","Credit card","894.80","44.7400","9.6"
"394-30-3170","B","Ismailia","Member","Female","Sports and travel","88.43","8","3/22/2019","19:35","Credit card","707.44","35.3720","4.3"
"394-41-0748","C","Alexandria","Member","Female","Fashion accessories","54.07","9","1/27/2019","14:55","eWallet","486.63","24.3315","9.5"
"394-43-4238","B","Ismailia","Member","Male","Home and lifestyle","17.77","5","2/15/2019","12:42","Credit card","88.85","4.4425","5.4"
"394-55-6384","C","Alexandria","Member","Female","Sports and travel","70.19","9","1/25/2019","13:38","Cash","631.71","31.5855","6.7"
"396-90-2219","B","Ismailia","Normal","Female","Electronic accessories","14.96","8","2/23/2019","12:29","Cash","119.68","5.9840","8.6"
"397-25-8725","A","Cairo","Member","Female","Health and beauty","39.62","9","1/13/2019","17:54","Credit card","356.58","17.8290","6.8"
"399-46-5918","C","Alexandria","Normal","Female","Electronic accessories","85.98","8","2/28/2019","19:01","Cash","687.84","34.3920","8.2"
"399-69-4630","C","Alexandria","Normal","Male","Electronic accessories","22.21","6","3/7/2019","10:23","Credit card","133.26","6.6630","8.6"
"400-45-1220","B","Ismailia","Normal","Female","Health and beauty","13.50","10","2/27/2019","11:06","Credit card","135.00","6.7500","4.8"
"400-60-7251","A","Cairo","Normal","Male","Home and lifestyle","74.07","1","2/10/2019","12:50","eWallet","74.07","3.7035","9.9"
"400-80-4065","C","Alexandria","Member","Male","Health and beauty","68.55","4","2/15/2019","20:21","Credit card","274.20","13.7100","9.2"
"400-89-4171","C","Alexandria","Normal","Female","Sports and travel","80.97","8","1/28/2019","13:05","Cash","647.76","32.3880","9.3"
"401-09-4232","C","Alexandria","Member","Male","Home and lifestyle","86.69","5","2/11/2019","18:38","eWallet","433.45","21.6725","9.4"
"401-18-8016","B","Ismailia","Member","Female","Sports and travel","98.13","1","1/21/2019","17:36","Cash","98.13","4.9065","8.9"
"404-91-5964","A","Cairo","Normal","Male","Electronic accessories","74.58","7","2/4/2019","16:09","Credit card","522.06","26.1030","9.0"
"405-31-3305","A","Cairo","Member","Male","Fashion accessories","43.13","10","2/2/2019","18:31","Credit card","431.30","21.5650","5.5"
"406-46-7107","A","Cairo","Normal","Female","Home and lifestyle","96.52","6","1/11/2019","11:52","Cash","579.12","28.9560","4.5"
"407-63-8975","A","Cairo","Normal","Male","Food and beverages","73.88","6","3/23/2019","19:16","eWallet","443.28","22.1640","4.4"
"408-26-9866","C","Alexandria","Normal","Female","Sports and travel","73.98","7","3/2/2019","16:42","eWallet","517.86","25.8930","4.1"
"408-66-6712","C","Alexandria","Member","Female","Health and beauty","47.71","6","2/16/2019","14:19","eWallet","286.26","14.3130","4.4"
"409-33-9708","A","Cairo","Normal","Female","Fashion accessories","98.48","2","2/19/2019","10:12","eWallet","196.96","9.8480","9.2"
"409-49-6995","C","Alexandria","Member","Female","Food and beverages","47.27","6","2/5/2019","10:17","Cash","283.62","14.1810","8.8"
"410-67-1709","A","Cairo","Member","Female","Fashion accessories","63.88","8","1/20/2019","17:48","eWallet","511.04","25.5520","9.9"
"411-77-0180","A","Cairo","Member","Male","Electronic accessories","72.20","7","3/26/2019","20:14","eWallet","505.40","25.2700","4.3"
"413-20-6708","C","Alexandria","Member","Female","Fashion accessories","51.47","1","3/18/2019","15:52","eWallet","51.47","2.5735","8.5"
"414-12-7047","B","Ismailia","Normal","Male","Food and beverages","19.79","8","1/18/2019","12:04","eWallet","158.32","7.9160","8.7"
"416-13-5917","C","Alexandria","Normal","Female","Food and beverages","97.03","5","1/30/2019","16:24","eWallet","485.15","24.2575","9.3"
"416-17-9926","A","Cairo","Member","Female","Electronic accessories","74.22","10","1/1/2019","14:42","Credit card","742.20","37.1100","4.3"
"418-02-5978","B","Ismailia","Normal","Female","Health and beauty","84.09","9","2/11/2019","10:54","Cash","756.81","37.8405","8.0"
"418-05-0656","B","Ismailia","Normal","Female","Fashion accessories","25.56","7","2/2/2019","20:42","Cash","178.92","8.9460","7.1"
"420-04-7590","B","Ismailia","Normal","Male","Home and lifestyle","99.70","3","3/18/2019","11:29","eWallet","299.10","14.9550","4.7"
"420-11-4919","C","Alexandria","Member","Female","Food and beverages","71.39","5","2/17/2019","19:57","Credit card","356.95","17.8475","5.5"
"420-18-8989","A","Cairo","Member","Female","Sports and travel","51.52","8","2/2/2019","15:47","Cash","412.16","20.6080","9.6"
"420-97-3340","A","Cairo","Normal","Female","Food and beverages","71.68","3","3/28/2019","15:30","Credit card","215.04","10.7520","9.2"
"421-95-9805","A","Cairo","Normal","Female","Electronic accessories","28.96","1","2/7/2019","10:18","Credit card","28.96","1.4480","6.2"
"422-29-8786","A","Cairo","Normal","Female","Home and lifestyle","67.09","5","1/3/2019","16:47","Credit card","335.45","16.7725","9.1"
"423-57-2993","B","Ismailia","Normal","Male","Sports and travel","93.39","6","3/27/2019","19:18","eWallet","560.34","28.0170","10.0"
"423-64-4619","A","Cairo","Member","Female","Health and beauty","15.55","9","3/7/2019","13:12","Cash","139.95","6.9975","5.0"
"423-80-0988","C","Alexandria","Normal","Male","Sports and travel","76.40","2","1/30/2019","19:42","eWallet","152.80","7.6400","6.5"
"425-85-2085","B","Ismailia","Member","Male","Health and beauty","54.86","5","3/29/2019","16:48","eWallet","274.30","13.7150","9.8"
"426-39-2418","C","Alexandria","Normal","Male","Electronic accessories","61.41","7","1/14/2019","10:02","Cash","429.87","21.4935","9.8"
"427-45-9297","B","Ismailia","Member","Female","Home and lifestyle","40.73","7","3/12/2019","11:01","eWallet","285.11","14.2555","5.4"
"428-83-5800","C","Alexandria","Member","Female","Food and beverages","21.08","3","2/9/2019","10:25","Cash","63.24","3.1620","7.3"
"430-02-3888","B","Ismailia","Normal","Male","Electronic accessories","46.02","6","2/7/2019","15:55","Cash","276.12","13.8060","7.1"
"430-53-4718","B","Ismailia","Member","Male","Health and beauty","75.37","8","1/28/2019","15:46","Credit card","602.96","30.1480","8.4"
"430-60-3493","A","Cairo","Member","Female","Home and lifestyle","94.88","7","2/3/2019","14:38","Cash","664.16","33.2080","4.2"
"431-66-2305","B","Ismailia","Normal","Female","Electronic accessories","88.25","9","2/15/2019","20:51","Credit card","794.25","39.7125","7.6"
"433-08-7822","C","Alexandria","Normal","Female","Health and beauty","78.89","7","1/5/2019","19:48","eWallet","552.23","27.6115","7.5"
"433-75-6987","B","Ismailia","Member","Female","Health and beauty","55.97","7","3/5/2019","19:06","eWallet","391.79","19.5895","8.9"
"434-35-9162","B","Ismailia","Member","Male","Food and beverages","23.34","4","2/4/2019","18:53","eWallet","93.36","4.6680","7.4"
"434-83-9547","C","Alexandria","Member","Male","Food and beverages","38.47","8","1/23/2019","11:51","Cash","307.76","15.3880","7.7"
"435-13-4908","A","Cairo","Member","Male","Fashion accessories","86.68","8","1/24/2019","18:04","Credit card","693.44","34.6720","7.2"
"436-54-4512","A","Cairo","Member","Female","Food and beverages","91.61","1","3/20/2019","19:44","Cash","91.61","4.5805","9.8"
"437-53-3084","B","Ismailia","Normal","Male","Fashion accessories","99.89","2","2/26/2019","11:48","eWallet","199.78","9.9890","7.1"
"437-58-8131","B","Ismailia","Normal","Female","Fashion accessories","73.52","2","1/15/2019","13:41","eWallet","147.04","7.3520","4.6"
"438-01-4015","B","Ismailia","Member","Female","Sports and travel","49.49","4","3/21/2019","15:25","eWallet","197.96","9.8980","6.6"
"438-23-1242","B","Ismailia","Normal","Male","Electronic accessories","75.88","7","1/24/2019","10:38","eWallet","531.16","26.5580","8.9"
"439-54-7422","A","Cairo","Normal","Female","Electronic accessories","51.19","4","3/18/2019","17:15","Credit card","204.76","10.2380","4.7"
"440-59-5691","C","Alexandria","Member","Female","Health and beauty","37.15","7","2/8/2019","13:12","Credit card","260.05","13.0025","7.7"
"441-94-7118","A","Cairo","Member","Male","Electronic accessories","71.95","1","2/4/2019","12:14","Cash","71.95","3.5975","7.3"
